ZCTA5CE10,city,latitude,longitude,Area,Affect_area,pct,pop,household,affect
95321,Groveland,37.840248,-120.04541,112667.50047807883,56117.71,49.81,3736,3656,Yes
95322,Gustine,37.187494,-121.03232,116103.02963506909,None Affected,None Affect,8942,3398,No
95323,Hickman,37.6194,-120.7141,19868.464383795028,None Affected,None Affect,1260,411,No
95324,Hilmar,37.400932,-120.87972,26791.18126666974,None Affected,None Affect,7324,2604,No
95325,Hornitos,37.46336,-120.2561,26065.696054424174,111,0.43,81,42,Yes
95326,Hughson,37.59471,-120.86419,18622.651510937183,None Affected,None Affect,9581,3328,No
95327,Jamestown,37.867243,-120.49157,106072.50846833226,81293.74,76.64,9806,2978,Yes
95328,Keyes,37.5596,-120.9141,662.1812935018485,None Affected,None Affect,3993,1105,No
95329,La Grange,37.694235,-120.42421,75037.91504562911,28441.17,37.9,2460,1355,Yes
95330,Lathrop,37.816876,-121.28541,14102.769684461526,None Affected,None Affect,17853,5181,No
95333,Le Grand,37.245423,-120.27116,74678.95051103586,None Affected,None Affect,2942,956,No
95334,Livingston,37.38025,-120.72614,35978.98557002953,None Affected,None Affect,15457,4098,No
95335,Long Barn,38.119056,-120.1014,27029.660771685856,10805.62,39.98,541,1225,Yes
95336,Manteca,37.812815,-121.21416,24533.136053651684,None Affected,None Affect,42675,15067,No
95337,Manteca,37.782332,-121.23578,29564.621798887907,None Affected,None Affect,31557,10622,No
95338,Mariposa,37.505484,-119.92527,221166.7129451389,1420.22,0.64,11062,5746,Yes
95340,Merced,37.294648,-120.47474,25920.35378470717,None Affected,None Affect,33931,12642,No
95341,Merced,37.186872,-120.650351,96596.68469628431,None Affected,None Affect,32967,9330,No
95342,Atwater,37.367315,-120.570634,0,None Affected,None Affect,NA,NA,No
95343,Merced,37.186872,-120.650351,0,None Affected,None Affect,NA,NA,No
95344,Merced,37.378234,-120.617808,0,None Affected,None Affect,NA,NA,No
95345,Midpines,37.576262,-119.94865,20515.510757161494,None Affected,None Affect,708,365,No
95346,Mi Wuk Village,38.079632,-120.16872,3837.63501250309,3781.79,98.54,1272,1375,Yes
95347,Moccasin,37.805371,-120.375945,0,None Affected,None Affect,NA,NA,No
95348,Merced,37.342056,-120.50154,30470.216336027126,None Affected,None Affect,30805,11276,No
95350,Modesto,37.671778,-121.01249,5694.6195910237175,None Affected,None Affect,51046,20928,No
95351,Modesto,37.626067,-120.99955,5845.67354598054,None Affected,None Affect,46458,13749,No
95352,Modesto,37.60396,-120.937052,0,None Affected,None Affect,NA,NA,No
95353,Modesto,37.60396,-120.937052,0,None Affected,None Affect,NA,NA,No
95354,Modesto,37.644481,-120.98043,4675.672371213873,None Affected,None Affect,25394,9836,No
95355,Modesto,37.673513,-120.95566,6089.688343641035,None Affected,None Affect,58311,22505,No
95356,Modesto,37.704138,-121.02187,14443.26268976251,None Affected,None Affect,30918,11949,No
95357,Modesto,37.667196,-120.9061,24923.700985739062,None Affected,None Affect,11559,3861,No
95358,Modesto,37.622898,-121.05181,78306.88249237531,3464.41,4.42,31668,9228,Yes
95360,Newman,37.312014,-121.0314,215269.85354641525,589.87,0.27,11712,3935,Yes
95361,Oakdale,37.776528,-120.84756,150490.9390390329,7025.6,4.67,31610,12050,Yes
95363,Patterson,37.477477,-121.14555,75736.42972088873,14867.59,19.63,25237,8085,Yes
95364,Pinecrest,38.275328,-119.89619,176854.77632428583,9412.06,5.32,53,539,Yes
95365,Planada,37.297403,-120.32285,9710.321387782833,None Affected,None Affect,4985,1272,No
95366,Ripon,37.742895,-121.12546,22214.560011421392,None Affected,None Affect,16575,5991,No
95367,Riverbank,37.731272,-120.94365,2975.8420452132,None Affected,None Affect,23173,7271,No
95368,Salida,37.708727,-121.08928,2264.573379890812,None Affected,None Affect,13614,4159,No
95369,Snelling,37.521832,-120.46555,103960.58184135189,12564.08,12.09,1099,502,Yes
95370,Sonora,37.995238,-120.3437,69161.63646233974,63179.95,91.35,26803,13100,Yes
95372,Soulsbyville,37.991855,-120.25829,1715.7299231129173,1715.73,100,1963,848,Yes
95373,Standard,37.986377,-120.241412,0,None Affected,None Affect,NA,NA,No
95374,Stevinson,37.322619,-120.88299,30131.140848080977,None Affected,None Affect,2030,700,No
95375,Strawberry,38.184096,-120.021342,1961.9695076487953,1961.97,100,106,393,Yes
95376,Tracy,37.728417,-121.42399,4889.06448293454,None Affected,None Affect,49859,16589,No
95377,Tracy,37.72374,-121.447131,69153.82285942641,None Affected,None Affect,30902,8819,No
95378,Tracy,37.889849,-121.253872,0,None Affected,None Affect,NA,NA,No
95379,Tuolumne,37.957978,-120.2297,34552.29902161516,11351.05,32.85,3898,1760,Yes
95380,Turlock,37.48858,-120.85196,48020.83106197726,None Affected,None Affect,41201,14525,No
95381,Turlock,37.60396,-120.937052,0,None Affected,None Affect,NA,NA,No
95382,Turlock,37.523901,-120.8516,6731.684347805232,None Affected,None Affect,36176,13132,No
95383,Twain Harte,38.055888,-120.23002,50250.08753738211,10491.79,20.88,3937,3355,Yes
95385,Vernalis,37.609781,-121.26784,15974.120891391342,10976.17,68.71,429,189,Yes
95386,Waterford,37.645632,-120.73812,55769.20894799949,None Affected,None Affect,9877,3203,No
95387,Westley,37.539768,-121.24702,74169.33229798406,34403.09,46.38,636,189,Yes
95388,Winton,37.400193,-120.61094,24867.27106120219,None Affected,None Affect,13074,3912,No
95389,Yosemite National Park,37.699662,-119.67529,151930.14493664444,None Affected,None Affect,1272,875,No
95390,Riverbank,37.60396,-120.937052,0,None Affected,None Affect,NA,NA,No
95391,Tracy,37.76,-121.63,15467.310718771858,None Affected,None Affect,9959,3331,No
95397,Modesto,37.60396,-120.937052,0,None Affected,None Affect,NA,NA,No
95401,Santa Rosa,38.440111,-122.74563,13214.612456754223,994.22,7.52,36981,14062,Yes
95402,Santa Rosa,38.440061,-122.710598,0,None Affected,None Affect,NA,NA,No
95403,Santa Rosa,38.480494,-122.74976,14116.511691900068,10770.25,76.3,45164,17965,Yes
95404,Santa Rosa,38.457611,-122.69317,51203.89152676889,50248.65,98.13,39761,17039,Yes
95405,Santa Rosa,38.438161,-122.67419,3501.240851328853,3394.35,96.95,21399,9251,Yes
95406,Santa Rosa,38.459575,-122.715654,0,None Affected,None Affect,NA,NA,No
95407,Santa Rosa,38.404991,-122.7275,14513.305282572624,1000.69,6.89,39352,12442,Yes
95408,Santa Rosa,38.463088,-122.989975,0,None Affected,None Affect,NA,NA,No
95409,Santa Rosa,38.460594,-122.6422,24725.55127137244,20778.43,84.04,27187,12983,Yes
95410,Albion,39.216157,-123.71376,28021.05283552782,None Affected,None Affect,950,582,No
95412,Annapolis,38.717819,-123.32757,54831.37140699699,38015.16,69.33,401,203,Yes
95415,Boonville,39.026811,-123.38621,35374.74353405157,3358.37,9.49,1592,629,Yes
95416,Boyes Hot Springs,38.463088,-122.989975,0,None Affected,None Affect,NA,NA,No
95417,Branscomb,39.670239,-123.64423,48238.00181900338,None Affected,None Affect,297,139,No
95418,Calpella,39.213324,-123.277143,0,None Affected,None Affect,NA,NA,No
95419,Camp Meeker,38.424554,-122.96067,0,None Affected,None Affect,NA,NA,No
95420,Caspar,39.365356,-123.80469,1490.1111860514532,None Affected,None Affect,374,215,No
95421,Cazadero,38.562843,-123.16785,138810.5288977879,22152.51,15.96,1592,1289,Yes
95422,Clearlake,38.956206,-122.63523,28053.676121107568,24790.81,88.37,15585,8546,Yes
95423,Clearlake Oaks,39.037173,-122.65445,67002.25426936879,43918.39,65.55,3747,2680,Yes
95424,Clearlake Park,38.971518,-122.66423,0,None Affected,None Affect,NA,NA,No
95425,Cloverdale,38.795668,-122.997,135400.4146703772,78752.57,58.16,10841,4544,Yes
95426,Cobb,38.835146,-122.72234,12977.887811855297,11989.53,92.38,2147,1315,Yes
95427,Comptche,39.240872,-123.54765,44566.39644657874,None Affected,None Affect,459,243,No
95428,Covelo,39.825781,-123.23026,144571.6442007275,None Affected,None Affect,2516,1160,No
95429,Dos Rios,39.761199,-123.33547,25691.897997796237,None Affected,None Affect,70,60,No
95430,Duncans Mills,38.449265,-123.05495,149.2978701169994,None Affected,None Affect,44,32,No
95431,Eldridge,38.347913,-122.51753,42.32738973322105,42.33,100,631,0,Yes
95432,Elk,39.103897,-123.64617,46958.8660763903,None Affected,None Affect,426,312,No
95433,El Verano,38.313864,-122.513093,0,None Affected,None Affect,NA,NA,No
95435,Finley,39.00686,-122.859625,95.52981615896338,95.53,100,82,26,Yes
95436,Forestville,38.495857,-122.90636,14917.637807816194,522.03,3.5,5418,2995,Yes
95437,Fort Bragg,39.43695,-123.76087,65126.85351640839,None Affected,None Affect,14799,7082,No
95439,Fulton,38.494643,-122.77226,1753.613320741542,14.64,0.83,675,263,Yes
95441,Geyserville,38.710228,-122.95704,66409.32105010825,62173.1,93.62,2014,847,Yes
95442,Glen Ellen,38.367948,-122.52468,15660.985798209445,15458.83,98.71,3178,1750,Yes
95443,Glenhaven,39.03276,-122.74082,2683.6051471225364,1765.95,65.81,233,222,Yes
95444,Graton,38.434663,-122.8689,175.9703415135923,None Affected,None Affect,748,288,No
95445,Gualala,38.813417,-123.55762,56572.204277648176,43.51,0.08,2093,1421,Yes
95446,Guerneville,38.509737,-123.00084,21184.962128301933,1883.49,8.89,4750,3565,Yes
95448,Healdsburg,38.614088,-122.87626,120994.0538497161,90885.28,75.12,16852,7753,Yes
95449,Hopland,38.955142,-123.08125,83803.43938582407,56001.62,66.82,1507,606,Yes
95450,Jenner,38.506229,-123.22938,17736.983760023402,None Affected,None Affect,387,366,No
95451,Kelseyville,38.939725,-122.78548,65025.65165702646,51664.29,79.45,11213,5911,Yes
95452,Kenwood,38.414061,-122.54668,9204.451905576503,8798.33,95.59,1393,760,Yes
95453,Lakeport,39.051698,-122.92071,53825.35085592666,42815.3,79.54,11256,5533,Yes
95454,Laytonville,39.745588,-123.5223,171144.24043016369,25017.24,14.62,2556,1331,Yes
95456,Littleriver,39.268774,-123.75568,6970.668453331945,None Affected,None Affect,795,605,No
95457,Lower Lake,38.911393,-122.599,97677.11665419591,59052.44,60.46,2893,1712,Yes
95458,Lucerne,39.090421,-122.78972,31382.77240782116,4671.55,14.89,3104,1904,Yes
95459,Manchester,38.996389,-123.66468,44672.36962295974,None Affected,None Affect,504,421,No
95460,Mendocino,39.311858,-123.79166,19007.361125720756,None Affected,None Affect,2285,1555,No
95461,Middletown,38.791139,-122.61069,80631.4051614698,68147.06,84.52,3413,1886,Yes
95462,Monte Rio,38.471368,-123.01469,3920.9691977918824,None Affected,None Affect,1417,1135,No
95463,Navarro,39.173321,-123.55081,7214.397741863512,None Affected,None Affect,169,134,No
95464,Nice,39.12558,-122.84653,2131.141376306894,2129.53,99.92,2673,1582,Yes
95465,Occidental,38.409993,-122.98347,27067.925684511458,None Affected,None Affect,2083,1314,No
95466,Philo,39.089273,-123.50186,60223.904182957725,None Affected,None Affect,946,461,No
95467,Hidden Valley Lake,38.8,-122.55,6377.850586368657,6020.76,94.4,5498,2565,Yes
95468,Point Arena,38.898385,-123.65746,43598.703687489426,None Affected,None Affect,1258,703,No
95469,Potter Valley,39.383027,-123.07856,113901.22209844155,32569.47,28.59,1767,1014,Yes
95470,Redwood Valley,39.285782,-123.22064,52943.43601744235,23587.97,44.55,6032,2391,Yes
95471,Rio Nido,38.522499,-122.97967,925.274001413157,None Affected,None Affect,522,434,No
95472,Sebastopol,38.393314,-122.83666,44276.20603130813,None Affected,None Affect,28255,13187,No
95473,Sebastopol,38.325851,-122.505846,0,None Affected,None Affect,NA,NA,No
95476,Sonoma,38.277147,-122.47058,72209.38158381647,54794.31,75.88,35394,16559,Yes
95480,Stewarts Point,38.654705,-123.3999,0,None Affected,None Affect,NA,NA,No
95481,Talmage,39.131856,-123.16221,0,None Affected,None Affect,NA,NA,No
95482,Ukiah,39.154946,-123.20088,201030.55335170915,88048.69,43.8,31808,12571,Yes
95485,Upper Lake,39.172397,-122.90474,67787.59573103055,29553.09,43.6,2557,1265,Yes
95486,Villa Grande,38.464487,-123.037996,10.489125623414228,None Affected,None Affect,62,67,No
95487,Vineburg,38.463088,-122.989975,0,None Affected,None Affect,NA,NA,No
95488,Westport,39.727052,-123.79238,59078.128105356125,1450.21,2.45,280,219,Yes
95490,Willits,39.451662,-123.37285,251588.8646535386,3695.33,1.47,13264,6012,Yes
95492,Windsor,38.54486,-122.80785,12188.80560276108,6420.46,52.68,28532,10192,Yes
95493,Witter Springs,39.19607,-122.96649,2915.8034497888093,2915.8,100,198,104,Yes
95494,Yorkville,38.916201,-123.26509,65872.67167981558,5.54,0.01,139,77,Yes
95497,The Sea Ranch,38.725628,-123.47625,10398.704136897957,None Affected,None Affect,1305,1818,No
95501,Eureka,40.793739,-124.16102,5606.299610066134,5544.51,98.9,23976,10574,Yes
95502,Eureka,40.814595,-124.08052,0,None Affected,None Affect,NA,NA,No
95503,Eureka,40.757091,-124.1513,57391.373195941254,17693.46,30.83,24152,10555,Yes
95511,Alderpoint,40.169518,-123.60216,37404.62102713594,19711.28,52.7,360,206,Yes
95514,Blocksburg,40.325767,-123.69266,55619.38874669209,16930.1,30.44,254,136,Yes
95517,Diamond Springs,38.692808,-120.818771,0,None Affected,None Affect,NA,NA,No
95518,Arcata,40.881383,-123.984232,0,None Affected,None Affect,NA,NA,No
95519,Mckinleyville,40.963482,-124.07286,37287.690764124825,30888.31,82.84,17432,7585,Yes
95521,Arcata,40.867469,-124.07519,45571.43677233528,31710.96,69.59,20199,9068,Yes
95522,Arcata,40.878317,-124.075673,0,None Affected,None Affect,NA,NA,No
95524,Bayside,40.822884,-124.06711,6682.558584648516,6670.52,99.82,1787,813,Yes
95525,Blue Lake,40.907437,-123.88348,53461.168370270396,26618.29,49.79,1733,830,Yes
95526,Bridgeville,40.413386,-123.53267,70620.37860275348,None Affected,None Affect,378,301,No
95527,Burnt Ranch,40.877334,-123.45661,88066.88225657483,20480.5,23.26,627,455,Yes
95528,Carlotta,40.489925,-123.97132,65767.37622812043,13363.7,20.32,1139,546,Yes
95531,Crescent City,41.782681,-124.16703,143930.87420630123,None Affected,None Affect,24528,9176,No
95532,Crescent City,41.852985,-124.15721,0,None Affected,None Affect,NA,NA,No
95534,Cutten,40.733552,-123.944021,0,None Affected,None Affect,NA,NA,No
95536,Ferndale,40.561448,-124.25781,94994.27878314262,70031.33,73.72,2849,1397,Yes
95537,Fields Landing,40.725444,-124.21697,91.76848558591702,None Affected,None Affect,276,143,No
95538,Fort Dick,41.892473,-124.145734,0,None Affected,None Affect,NA,NA,No
95540,Fortuna,40.583488,-124.14367,18078.505757591345,16134.07,89.24,13657,5722,Yes
95542,Garberville,40.0985,-123.80654,126643.873457971,106841.97,84.36,2533,1390,Yes
95543,Gasquet,41.888557,-123.80079,65420.75092275697,None Affected,None Affect,765,425,No
95545,Honeydew,40.281369,-124.08998,30681.328556480265,19772.36,64.44,153,100,Yes
95546,Hoopa,41.161505,-123.72444,88366.52417220852,47066.65,53.26,3494,1417,Yes
95547,Hydesville,40.546202,-124.08412,4825.684879467932,3870.05,80.2,1222,506,Yes
95548,Klamath,41.51823,-124.03075,60508.88763802874,None Affected,None Affect,1373,647,No
95549,Kneeland,40.691578,-123.87189,71956.0128089783,23152.86,32.18,805,382,Yes
95550,Korbel,40.766645,-123.83488,86504.23456323579,4773.83,5.52,128,73,Yes
95551,Loleta,40.659753,-124.22153,33854.23581290759,20501.34,60.56,1739,732,Yes
95552,Mad River,40.390478,-123.41309,346522.45152087964,None Affected,None Affect,697,749,No
95553,Miranda,40.210793,-123.86447,37939.81809708502,15354.88,40.47,1062,612,Yes
95554,Myers Flat,40.2959,-123.77902,32261.772745129798,22969.7,71.2,533,336,Yes
95555,Orick,41.296122,-124.05351,55337.6569115027,10466.49,18.91,410,238,Yes
95556,Orleans,41.300573,-123.54411,88116.84200429598,21501.77,24.4,605,353,Yes
95558,Petrolia,40.272963,-124.21494,128728.43532881861,29433.9,22.87,425,360,Yes
95559,Phillipsville,40.196116,-123.77315,11563.851889978581,3035.6,26.25,182,110,Yes
95560,Redway,40.131417,-123.85855,21370.017969415214,10597.16,49.59,1648,867,Yes
95562,Rio Dell,40.494813,-124.11637,15920.574582670428,14729.49,92.52,3450,1486,Yes
95563,Salyer,40.89197,-123.56149,38561.84779700662,15804.3,40.98,652,395,Yes
95564,Samoa,40.79348,-124.19929,3081.740002787428,2583.27,83.82,462,192,Yes
95565,Scotia,40.459978,-124.06059,21703.434524426528,10334.07,47.61,1071,394,Yes
95567,Smith River,41.949739,-124.15098,42576.35998350005,None Affected,None Affect,1930,927,No
95568,Somes Bar,41.455226,-123.47671,52712.11978753539,2927.03,5.55,136,102,Yes
95569,Redcrest,40.35983,-123.87105,40021.48123276666,13414.64,33.52,361,154,Yes
95570,Trinidad,41.081726,-124.13112,23575.18063426948,17382.39,73.73,2579,1571,Yes
95571,Weott,40.322683,-123.92367,492.0286245454314,492.03,100,271,137,Yes
95573,Willow Creek,40.945039,-123.65806,77155.5119259632,27324.61,35.41,1744,1136,Yes
95585,Leggett,39.860285,-123.71685,34840.62023174952,16166.74,46.4,508,300,Yes
95587,Piercy,39.96266,-123.74471,8324.629318080575,8322.69,99.98,201,119,Yes
95589,Whitethorn,40.033316,-124.02379,125192.0809895896,36582.86,29.22,1612,1159,Yes
95592,Vallejo,38.098737,-122.271251,0,None Affected,None Affect,NA,NA,No
95595,Zenia,40.202464,-123.46646,156674.15107395165,30335.51,19.36,262,175,Yes
95601,Amador City,38.426602,-120.8275,1126.430513342728,1126.43,100,198,111,Yes
95602,Auburn,38.976837,-121.09142,32048.47571169358,30455.85,95.03,17509,7496,Yes
95603,Auburn,38.909605,-121.07971,25288.175120921303,24973.31,98.75,27844,12243,Yes
95604,Auburn,39.106287,-120.536032,252.0717078472469,None Affected,None Affect,75,117,No
95605,West Sacramento,38.592155,-121.52805,2605.246826068554,None Affected,None Affect,14179,5251,No
95606,Brooks,38.857328,-122.21486,23266.854556518436,9688.64,41.64,196,87,Yes
95607,Capay,38.706727,-122.125,86034.78757782804,45002.74,52.31,431,219,Yes
95608,Carmichael,38.628371,-121.32702,8515.017032549942,None Affected,None Affect,59418,27325,No
95609,Carmichael,38.650335,-121.327214,0,None Affected,None Affect,NA,NA,No
95610,Citrus Heights,38.696912,-121.27125,5004.278486189581,None Affected,None Affect,44147,18539,No
95611,Citrus Heights,38.377411,-121.444429,0,None Affected,None Affect,NA,NA,No
95612,Clarksburg,38.383366,-121.57819,37284.24820874334,None Affected,None Affect,1239,502,No
95613,Coloma,38.79829,-120.88578,0,None Affected,None Affect,NA,NA,No
95614,Cool,38.880294,-120.97426,22774.280645537187,20549.05,90.23,3833,1680,Yes
95615,Courtland,38.333568,-121.54853,15383.49277481855,None Affected,None Affect,834,333,No
95616,Davis,38.549256,-121.73655,17650.55031748338,3896.91,22.08,47032,17982,Yes
95617,Davis,38.619545,-121.961532,0,None Affected,None Affect,NA,NA,No
95618,El Macero,38.546306,-121.68682,22415.106914528827,None Affected,None Affect,27281,10257,No
95619,Diamond Springs,38.689067,-120.82071,3873.5967207575204,3873.6,100,4842,2139,Yes
95620,Dixon,38.427208,-121.81348,155953.8751576328,225.72,0.14,20553,7048,Yes
95621,Citrus Heights,38.695252,-121.3081,4356.815757156246,None Affected,None Affect,39819,16768,No
95623,El Dorado,38.639643,-120.84556,33497.93855686822,23275.49,69.48,3806,1633,Yes
95624,Elk Grove,38.421068,-121.36059,28170.059403727442,None Affected,None Affect,61989,19978,No
95625,Elmira,38.35011,-121.90799,741.5576867445766,None Affected,None Affect,155,69,No
95626,Elverta,38.727451,-121.45433,14820.260751437721,None Affected,None Affect,5975,2041,No
95627,Esparto,38.744062,-121.99929,33112.30336839964,29555.23,89.26,3513,1224,Yes
95628,Fair Oaks,38.654803,-121.26529,8452.887995765124,None Affected,None Affect,40196,17294,No
95629,Fiddletown,38.527556,-120.69292,29748.345347545608,21720.76,73.02,832,453,Yes
95630,Folsom,38.672127,-121.15783,19141.080047740583,None Affected,None Affect,72180,26093,No
95631,Foresthill,39.033312,-120.82172,97776.60543556562,36779.36,37.62,6076,2667,Yes
95632,Galt,38.267544,-121.29723,71274.35424397275,None Affected,None Affect,29269,9633,No
95633,Garden Valley,38.839773,-120.82881,26429.74617314527,26286.97,99.46,3349,1515,Yes
95634,Georgetown,38.930207,-120.78557,51956.65449924934,39080.25,75.22,3232,1580,Yes
95635,Greenwood,38.919588,-120.90406,12988.246619194095,12649.27,97.39,1262,543,Yes
95636,Grizzly Flats,38.634753,-120.53353,74192.64185084226,5889.06,7.94,1101,678,Yes
95637,Guinda,38.830508,-122.19944,13529.349664859594,5356.25,39.59,370,191,Yes
95638,Herald,38.317665,-121.16166,50738.17216150472,None Affected,None Affect,2255,766,No
95639,Hood,38.367276,-121.51487,3187.845291341265,None Affected,None Affect,283,116,No
95640,Ione,38.346132,-120.94516,77919.95723844982,2391.21,3.07,11353,3189,Yes
95641,Isleton,38.161756,-121.60428,30148.106743911183,None Affected,None Affect,1986,1190,No
95642,Jackson,38.359772,-120.75324,43596.19790873112,27164.17,62.31,7164,3529,Yes
95644,Kit Carson,38.463282,-120.550021,0,None Affected,None Affect,NA,NA,No
95645,Knights Landing,38.851198,-121.73354,83372.17443505103,None Affected,None Affect,2037,738,No
95646,Kirkwood,38.688329,-120.05516,3057.9280525420786,None Affected,None Affect,158,729,No
95648,Lincoln,38.902873,-121.29795,91311.43326876951,53093.82,58.15,47354,19219,Yes
95650,Loomis,38.817508,-121.17225,15881.212966772253,15402.27,96.98,12447,4792,Yes
95651,Lotus,38.817357,-120.92213,7429.029476047425,7240.08,97.46,637,302,Yes
95652,Mcclellan AFB,38.666653,-121.389613,2419.4615254261093,None Affected,None Affect,739,223,No
95653,Madison,38.678663,-121.96907,3295.6305834520304,3295.63,100,527,147,Yes
95654,Martell,38.463282,-120.550021,0,None Affected,None Affect,NA,NA,No
95655,Mather,38.558073,-121.28737,6089.290027439171,None Affected,None Affect,4314,1561,No
95656,Mount Aukum,38.54723,-120.707891,0,None Affected,None Affect,NA,NA,No
95658,Newcastle,38.87672,-121.14213,16146.09089913349,16146.09,100,6285,2589,Yes
95659,Nicolaus,38.868919,-121.56398,32514.480325890636,None Affected,None Affect,702,328,No
95660,North Highlands,38.676103,-121.37656,3992.922166147053,None Affected,None Affect,30714,10871,No
95661,Roseville,38.731976,-121.2531,5763.596138188369,None Affected,None Affect,29791,12455,No
95662,Orangevale,38.682803,-121.2231,7036.857448643875,None Affected,None Affect,31558,12623,No
95663,Penryn,38.859227,-121.17565,5110.960022102825,5110.96,100,2377,926,Yes
95664,Pilot Hill,38.811695,-121.02427,27173.474304727253,21809.01,80.26,1380,620,Yes
95665,Pine Grove,38.40097,-120.64952,13008.337086716943,12812.38,98.49,4426,2152,Yes
95666,Pioneer,38.529753,-120.41411,36218.913999830176,20009.29,55.25,5336,3779,Yes
95667,Placerville,38.724682,-120.79533,111105.46651885573,106859.73,96.18,36726,16204,Yes
95668,Pleasant Grove,38.8323,-121.51661,38952.36435389988,None Affected,None Affect,815,330,No
95669,Plymouth,38.480569,-120.86895,56555.15170017439,46935.88,82.99,2443,1182,Yes
95670,Rancho Cordova,38.605355,-121.28247,8272.574276802605,None Affected,None Affect,52973,21636,No
95671,Represa,38.377411,-121.444429,0,None Affected,None Affect,NA,NA,No
95672,Rescue,38.71203,-121.0023,14566.480464567836,14479.31,99.4,4773,1856,Yes
95673,Rio Linda,38.688069,-121.44874,10415.144211279166,None Affected,None Affect,15455,5239,No
95674,Rio Oso,38.961976,-121.48166,20500.16224414051,None Affected,None Affect,935,356,No
95675,River Pines,38.545656,-120.74287,445.13940282499345,445.14,100,381,201,Yes
95676,Robbins,38.909351,-121.71843,0,None Affected,None Affect,NA,NA,No
95677,Rocklin,38.789165,-121.23825,5664.759612333703,1731.06,30.56,23333,9568,Yes
95678,Roseville,38.752434,-121.28933,6942.755024800076,None Affected,None Affect,41192,16978,No
95679,Rumsey,38.867147,-122.224813,29540.56170738974,1766.16,5.98,55,36,Yes
95680,Ryde,38.232898,-121.568427,1319.9482287810652,None Affected,None Affect,146,48,No
95681,Sheridan,38.997612,-121.37967,11034.101943428908,5681.11,51.49,1226,438,Yes
95682,Shingle Springs,38.641158,-120.97109,52012.78143383608,16936.42,32.56,29114,11841,Yes
95683,Sloughhouse,38.492811,-121.10036,58369.23000316067,54.11,0.09,6180,2671,Yes
95684,Somerset,38.60766,-120.5937,93102.46363570701,54388.81,58.42,3422,1786,Yes
95685,Sutter Creek,38.394464,-120.79015,31579.85695464953,28928.17,91.6,4680,2449,Yes
95686,Thornton,38.228976,-121.44032,18209.392847175088,None Affected,None Affect,1405,466,No
95687,Vacaville,38.34401,-121.95333,27994.313863339197,6267.44,22.39,65096,22537,Yes
95688,Vacaville,38.380528,-121.99192,52140.361155473096,43324.38,83.09,34379,12997,Yes
95689,Volcano,38.473857,-120.59421,17750.96354010833,16809.76,94.7,1244,793,Yes
95690,Walnut Grove,38.240477,-121.56507,38545.30154880621,None Affected,None Affect,2533,1123,No
95691,West Sacramento,38.569193,-121.54496,28031.032786300162,None Affected,None Affect,34737,13497,No
95692,Wheatland,39.030716,-121.43497,35281.5582151699,19934.16,56.5,4769,1834,Yes
95693,Wilton,38.382367,-121.23708,40237.26536353267,None Affected,None Affect,6758,2612,No
95694,Winters,38.537434,-121.97757,95706.14254497486,59059.16,61.71,9156,3274,Yes
95695,Woodland,38.697238,-121.80944,91001.32512771859,24086.82,26.47,37946,14689,Yes
95696,Vacaville,38.34896,-121.908324,0,None Affected,None Affect,NA,NA,No
95697,Yolo,38.751038,-121.832156,152.1884216277713,None Affected,None Affect,425,152,No
95698,Zamora,38.782731,-121.89811,27701.24403600968,2591.13,9.35,236,99,Yes
95699,Drytown,38.437001,-120.845706,2622.6924952651716,2454.32,93.58,154,76,Yes
95701,Alta,39.217668,-120.78346,21386.65334620171,17929.92,83.84,983,573,Yes
95703,Applegate,38.995732,-120.99703,2858.214983175067,2588.86,90.58,897,374,Yes
95709,Camino,38.748112,-120.67463,14321.88410788391,14321.88,100,4772,2144,Yes
95712,Chicago Park,39.167276,-120.964275,0,None Affected,None Affect,NA,NA,No
95713,Colfax,39.092062,-120.93471,45861.19064440037,25785.97,56.23,9495,4246,Yes
95714,Dutch Flat,39.204434,-120.83816,2164.957542246944,2058.52,95.08,382,277,Yes
95715,Emigrant Gap,39.277658,-120.7067,17364.535986890354,7366.86,42.42,115,143,Yes
95717,Gold Run,39.177026,-120.8451,6509.416129823054,3672.91,56.42,231,144,Yes
95720,Kyburz,38.771209,-120.26765,77832.58774831009,7417.66,9.53,157,420,Yes
95721,Echo Lake,38.823996,-120.05956,8446.213537862744,760.37,9,37,505,Yes
95722,Meadow Vista,39.005098,-121.01891,7131.2070483144935,7131.21,100,4585,1942,Yes
95724,Norden,39.26599,-120.64145,764.0674316388736,529.15,69.25,27,47,Yes
95726,Pollock Pines,38.749713,-120.53386,48066.44923429133,30929.89,64.35,8842,4605,Yes
95728,Soda Springs,39.311156,-120.41039,8096.512128099571,7443.81,91.94,386,1048,Yes
95735,Twin Bridges,38.805745,-120.13213,14085.51282555397,4110.99,29.19,68,398,Yes
95736,Weimar,39.01004,-120.97814,157.80661219841042,157.81,100,240,85,Yes
95741,Rancho Cordova,38.377411,-121.444429,0,None Affected,None Affect,NA,NA,No
95742,Rancho Cordova,38.607756,-121.18367,31879.79785889988,None Affected,None Affect,7749,2635,No
95743,Rancho Cordova,38.377411,-121.444429,0,None Affected,None Affect,NA,NA,No
95746,Granite Bay,38.743811,-121.19013,11314.0905576238,6848.03,60.53,21460,7811,Yes
95747,Roseville,38.768829,-121.33629,29837.02980272876,None Affected,None Affect,51870,19836,No
